inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,38.7634559672906,38.97056274847715,36.47056274847715,34.72792206135786,32.22792206135786,30.72792206135786,29.72792206135786,28.22792206135786,25.72792206135786,23.22792206135786,21.69238815542512,19.69238815542512,18.19238815542512,15.692388155425121,13.692388155425121,13.828427124746192,11.328427124746192,9.828427124746192,9.035533905932738,6.535533905932738,5.0,3.0,1.5,0,1.0,3.0,5.5,5.656854249492381,7.156854249492381,9.15685424949238,11.65685424949238,13.65685424949238,15.15685424949238,16.48528137423857,18.48528137423857,20.98528137423857,21.899494936611667,inf
inf,38.349242404917504,37.349242404917504,35.849242404917504,34.349242404917504,33.55634918610405,inf,inf,inf,inf,inf,21.106601717798217,20.02081528017131,18.278174593052025,15.778174593052025,13.778174593052025,12.278174593052025,11.949747468305834,10.414213562373096,8.414213562373096,6.414213562373095,4.414213562373095,4.32842712474619,2.8284271247461903,1.5,1.4142135623730951,3.414213562373095,4.242640687119286,inf,inf,inf,inf,inf,15.071067811865476,17.071067811865476,18.606601717798213,20.313708498984763,19.899494936611667,inf
inf,38.7634559672906,38.384776310850235,35.884776310850235,34.384776310850235,34.47056274847714,inf,inf,inf,inf,inf,20.899494936611667,19.399494936611667,17.899494936611667,16.606601717798217,14.86396103067893,12.36396103067893,10.86396103067893,10.035533905932738,8.035533905932738,6.535533905932738,6.414213562373095,5.656854249492381,5.035533905932738,3.5,3.414213562373095,2.8284271247461903,4.82842712474619,inf,18.935028842544405,17.935028842544405,16.935028842544405,inf,16.071067811865476,16.48528137423857,17.48528137423857,18.48528137423857,19.48528137423857,inf
inf,37.7634559672906,37.47056274847715,35.97056274847714,33.97056274847714,32.97056274847714,inf,inf,inf,inf,inf,21.52081528017131,20.02081528017131,18.48528137423857,16.48528137423857,14.985281374238571,12.985281374238571,11.449747468305834,9.449747468305834,9.363961030678928,9.035533905932738,7.0710678118654755,7.121320343559643,5.621320343559643,5.5,5.656854249492381,3.8284271247461903,5.656854249492381,inf,inf,inf,inf,15.520815280171309,17.52081528017131,17.48528137423857,18.606601717798213,20.313708498984763,20.606601717798213,inf
inf,37.349242404917504,36.349242404917504,35.349242404917504,34.349242404917504,32.849242404917504,30.8492424049175,28.8492424049175,27.3492424049175,26.3492424049175,24.3492424049175,23.52081528017131,21.106601717798213,18.606601717798213,16.606601717798213,15.106601717798213,inf,inf,inf,inf,inf,inf,inf,6.621320343559643,8.0,5.949747468305834,4.82842712474619,6.656854249492381,9.15685424949238,11.278174593052023,12.071067811865476,13.399494936611667,14.899494936611667,16.399494936611667,18.899494936611667,18.899494936611667,20.899494936611667,22.606601717798213,inf
inf,38.47056274847715,inf,inf,33.970562748477136,33.47056274847714,30.970562748477143,28.470562748477143,26.970562748477143,26.17766952966369,24.67766952966369,23.935028842544405,21.435028842544405,19.727922061357855,17.227922061357855,16.106601717798213,inf,inf,inf,inf,inf,inf,inf,7.621320343559643,9.449747468305834,6.949747468305833,5.82842712474619,6.949747468305833,8.449747468305834,9.949747468305834,11.278174593052025,13.278174593052025,15.778174593052025,17.72792206135786,19.22792206135786,inf,inf,inf,inf
inf,39.97056274847715,41.29898987322334,inf,inf,32.55634918610404,30.556349186104047,28.056349186104047,26.556349186104047,25.556349186104047,24.056349186104047,22.556349186104047,21.056349186104047,19.52081528017131,17.52081528017131,17.606601717798213,18.935028842544405,19.035533905932738,17.535533905932738,16.035533905932738,14.035533905932738,11.035533905932738,9.035533905932738,9.121320343559642,9.742640687119286,8.65685424949238,6.82842712474619,7.949747468305833,10.449747468305834,9.86396103067893,11.36396103067893,13.36396103067893,15.86396103067893,18.36396103067893,inf,inf,inf,inf,inf
inf,41.97056274847715,41.38477631085024,42.88477631085024,inf,inf,inf,28.470562748477143,26.970562748477143,27.556349186104047,inf,inf,inf,18.935028842544405,19.02081528017131,20.106601717798213,19.727922061357855,20.36396103067893,inf,inf,inf,inf,10.535533905932738,10.449747468305834,12.242640687119286,inf,inf,inf,inf,inf,12.69238815542512,13.485281374238571,15.485281374238571,inf,inf,inf,29.17766952966369,31.17766952966369,inf
inf,44.213203435596434,42.88477631085024,42.798989873223334,43.798989873223334,inf,inf,inf,inf,inf,30.38477631085024,32.38477631085024,inf,inf,inf,inf,inf,21.071067811865476,18.571067811865476,17.071067811865476,16.071067811865476,14.071067811865476,inf,inf,inf,inf,inf,19.52081528017131,17.02081528017131,15.520815280171309,inf,inf,inf,inf,inf,27.056349186104047,28.556349186104047,30.556349186104047,inf
inf,45.00609665440989,44.88477631085024,43.798989873223334,41.798989873223334,39.798989873223334,37.298989873223334,34.798989873223334,32.798989873223334,31.798989873223334,31.88477631085024,32.50609665440988,31.48528137423857,29.48528137423857,26.98528137423857,25.48528137423857,23.48528137423857,20.98528137423857,18.98528137423857,17.48528137423857,17.571067811865476,16.071067811865476,18.071067811865476,20.571067811865476,22.571067811865476,22.8492424049175,21.3492424049175,19.8492424049175,18.3492424049175,17.02081528017131,16.935028842544405,18.435028842544405,20.935028842544405,23.435028842544405,24.935028842544405,26.435028842544405,28.935028842544405,30.67766952966369,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
